,0,1,2
1859,Virginia,Hampton,349.4183142185775
1741,Texas,Stonewall,-188.9574149844957
545,Illinois,Moultrie,325.430482319709
1730,Texas,San Saba,1615.8826177487235
846,Mississippi,Grenada,-1039.6168614811868
1172,North Carolina,Jackson,792.3898501880863
815,Michigan,Presque Isle,792.4778863605525
807,Michigan,Oakland,-603.9026398690348
373,Georgia,Macon,-88.95957123378321
1796,Utah,Salt Lake,-1096.7499376926007
111,Arkansas,Independence,19742.829212223023
1858,Virginia,Halifax,-218.3129207822467
382,Georgia,Montgomery,-977.3235129446657
427,Georgia,Ware,987.0617586468202
1437,Tennessee,Blount,18888.735848758966
1298,Ohio,Stark,979.2643095648
364,Georgia,Lamar,25129.5587094651
509,Illinois,Grundy,2989.2462328427955
352,Georgia,Hart,1790.5796293170497
203,Colorado,Pitkin,-634.3694902869847
639,Iowa,Marion,2610.2356637052453
313,Georgia,Cobb,120.27597549592247
1666,Texas,Lampasas,62.7082208591155
631,Iowa,Kossuth,1429.294116194389
1517,Tennessee,Unicoi,515.9067466639062
1029,Nebraska,Cherry,-203.0612034288315
790,Michigan,Lenawee,1222.7568513233336
1693,Texas,Montague,-1012.6214452646764
1126,North Carolina,Alleghany,32270.57397032674
342,Georgia,Glynn,23785.063340935856
1682,Texas,Matagorda,16330.64930998161
1887,Virginia,Page,1486.9091632541795
718,Louisiana,Union,3049.946404914652
1148,North Carolina,Craven,-694.7376054102397
688,Louisiana,Claiborne,81.79877234007472
1759,Texas,Victoria,-1106.4555060083667
360,Georgia,Jefferson,970.1389029582824
579,Iowa,Allamakee,108594.69865728996
106,Arkansas,Grant,544.4956929208802
1225,Ohio,Ashland,4809.61542630959
1728,Texas,San Jacinto,1877.6342584195581
522,Illinois,Kankakee,2178.8929294518352
1773,Texas,Wise,11061.005263839725
652,Iowa,Polk,790.5196743649644
532,Illinois,Madison,-76.41654027829463
1368,Oklahoma,Pawnee,3645.1194733102543
734,Maine,Waldo,-859.7475746328982
1099,Nebraska,Thomas,30074.10810553009
797,Michigan,Mason,2014.6071836025621
312,Georgia,Clinch,-137.93943733967626
17,Alabama,Conecuh,455.1774208726283
559,Illinois,Schuyler,-806.3404843875005
1135,North Carolina,Burke,2163.3611583485454
1652,Texas,Jones,8105.226448896883
1683,Texas,Maverick,45.42281151914813
633,Iowa,Linn,2416.01628725771
1633,Texas,Hidalgo,849.5978134050288
1801,Utah,Tooele,4357.011208643599
333,Georgia,Evans,2472.71910196049
1242,Ohio,Defiance,4771.103201952246
267,Florida,Pinellas,-698.5085180438655
219,Florida,Baker,1406.0713040288729
1128,North Carolina,Ashe,5584.545965928397
493,Illinois,Clark,694.004823486237
1347,Oklahoma,Kingfisher,18210.867153686864
207,Colorado,Rio Grande,57.25673784375158
519,Illinois,Jersey,1689.1706335526296
94,Arkansas,Conway,7521.884896020869
1754,Texas,Upshur,-469.53931259659475
1221,North Carolina,Yadkin,216.30099361087377
1229,Ohio,Belmont,1453.218977548719
1106,Nebraska,York,747.0940087040863
581,Iowa,Audubon,1310.5665704972835
577,Iowa,Adair,6621.139773564557
1434,Tennessee,Bedford,1031.6209606196153
459,Idaho,Franklin,2154.2916684454513
1144,North Carolina,Chowan,4765.320572325562
1358,Oklahoma,McIntosh,-177.3530628388562
1873,Virginia,Lunenburg,310.3267090363843
86,Arkansas,Calhoun,375.6189240038075
218,Florida,Alachua,211.35425523267622
696,Louisiana,Iberia,997.4871803222632
1040,Nebraska,Dodge,2132.5197776258083
934,Missouri,Dade,884.6671561625908
1783,Utah,Daggett,-1470.311594616238
96,Arkansas,Crawford,89.32165247437206
1767,Texas,Wichita,603.807843608296
896,Mississippi,Union,234.58811434685413
183,Colorado,Jackson,2826.3104007482616
1656,Texas,Kenedy,-269.79559702837287
1193,North Carolina,Pender,25.42846318669217
1208,North Carolina,Surry,-1046.4511498972315
499,Illinois,Douglas,2467.2086432398037
1805,Utah,Washington,-1169.976744990062
490,Illinois,Cass,-913.870256908227
440,Idaho,Adams,-1292.1724149126185
505,Illinois,Franklin,5729.1094438655855
1334,Oklahoma,Garfield,3259.2162365400754
78,Arizona,Yavapai,614.7426540206452
1753,Texas,Tyler,4416.958432384541
1842,Virginia,Cumberland,-868.5043732313361
1883,Virginia,Northampton,-1744.655103756003
451,Idaho,Camas,3006.9071023096194
1154,North Carolina,Durham,2497.1857864004805
1009,Missouri,Washington,22844.024085785837
1155,North Carolina,Edgecombe,4513.0988967337935
1002,Missouri,Stoddard,1804.4456896134952
1638,Texas,Houston,412.10704734068077
195,Colorado,Moffat,1667.4924827920213
1701,Texas,Nolan,-2501.8914472909164
1270,Ohio,Lucas,-1090.216667501214
1793,Utah,Morgan,1195.8678118840917
1394,South Carolina,Berkeley,2182.325619142645
141,Arkansas,Saline,422.98086039827103
1806,Utah,Wayne,-119.80530369482585
197,Colorado,Montrose,765.4934601170453
1490,Tennessee,McMinn,596.658114311218
1453,Tennessee,Dickson,3765.774899272479
1718,Texas,Red River,134.7418475857612
192,Colorado,Logan,906.1278187271041
258,Florida,Martin,816.094967641804
204,Colorado,Prowers,7019.2854389239255
1571,Texas,Colorado,14508.934129217721
938,Missouri,Douglas,321.5006723921715
368,Georgia,Liberty,735.4215747252729
643,Iowa,Monona,1249.215222155875
1388,South Carolina,Aiken,639.5663820836953
649,Iowa,Palo Alto,945.6305375063639
603,Iowa,Decatur,1264.2782770677718
554,Illinois,Randolph,6579.316831097463
810,Michigan,Ontonagon,-456.1008031135316
1762,Texas,Ward,-604.309543562762
1537,Texas,Bastrop,-2424.734837003997
741,Massachusetts,Nantucket,432.5024193676891
1881,Virginia,Newport News,323.6784978241358
1217,North Carolina,Watauga,-987.0679372531631
1251,Ohio,Greene,324.7472455015795
516,Illinois,Jackson,757.7426106664379
1788,Utah,Grand,229.85929905942612
685,Louisiana,Caldwell,3685.950311924992
95,Arkansas,Craighead,6059.109233749832
712,Louisiana,Red River,3093.9909612833912
1831,Virginia,Buchanan,3019.8261832467006
1163,North Carolina,Guilford,421.9903896719952
851,Mississippi,Humphreys,2113.2518366170216
1619,Texas,Guadalupe,2823.122869648675
73,Arizona,Mohave,-1319.283800134539
206,Colorado,Rio Blanco,19601.914164442707
570,Illinois,Wayne,967.8263523838868
772,Michigan,Grand Traverse,264.01737758121817
1313,Oklahoma,Atoka,1445.8575813800671
547,Illinois,Peoria,15870.43667639195
981,Missouri,Ozark,-501.1865428806941
1598,Texas,Erath,30.976860052842312
1278,Ohio,Monroe,12286.218090738836
1901,Virginia,Scott,465.8475510336757
698,Louisiana,Jackson,560.5145945169661
416,Georgia,Tift,1543.6174112100352
801,Michigan,Missaukee,4487.42228507892
374,Georgia,Madison,14500.075487213155
1629,Texas,Haskell,-1236.3707251711294
1603,Texas,Floyd,-359.0439593575593
1338,Oklahoma,Greer,-931.6878861335272
413,Georgia,Telfair,5714.767974747398
657,Iowa,Scott,4569.688273984827
607,Iowa,Dubuque,-794.332089142641
1938,New York,Queens,9424.140811721154
1063,Nebraska,Kearney,1640.820042856928
1289,Ohio,Portage,1247.626188541884
1740,Texas,Sterling,-67.56435054324538
954,Missouri,Jefferson,-893.3092059182482
969,Missouri,Mercer,-1055.773911776102
88,Arkansas,Chicot,1190.806369375423
587,Iowa,Buena Vista,4166.222698494201
1679,Texas,Marion,4452.4377558195265
357,Georgia,Jackson,85.73718520254806
1103,Nebraska,Wayne,-597.6922098428049
1856,Virginia,Greene,14746.521667753934
1888,Virginia,Patrick,511.53175269903477
546,Illinois,Ogle,379.67196672169484
721,Louisiana,Washington,12879.414919818828
1733,Texas,Shackelford,1656.2763774025811
1929,New York,Bronx,-520.5899210572061
892,Mississippi,Tate,53407.07114708842
1563,Texas,Cherokee,-670.496727501295
869,Mississippi,Marion,4720.489135821664
638,Iowa,Mahaska,8072.727546487189
736,Maine,York,837.2814904713327
1422,South Carolina,Newberry,814.9776847750718
1042,Nebraska,Dundy,4259.51679885153
1742,Texas,Sutton,4503.117687446997
1319,Oklahoma,Canadian,-1587.895158351017
1605,Texas,Fort Bend,1624.7541762017263
1086,Nebraska,Red Willow,-521.4359353726231
1104,Nebraska,Webster,3261.011133104498
83,Arkansas,Benton,-2135.009819409215
942,Missouri,Gentry,145.11862958439633
2,Alabama,Barbour,3171.3793279758784
1519,Tennessee,Van Buren,343.3681393862407
1618,Texas,Grimes,2043.9998691723094
432,Georgia,Wheeler,-170.0108946834098
1035,Nebraska,Dakota,117.35557494680234
1707,Texas,Panola,913.2700228604031
15,Alabama,Coffee,812.3086338879525
1611,Texas,Gillespie,687.6776273311953
1430,South Carolina,Union,867.8592030476248
147,Arkansas,Stone,1395.381529056352
659,Iowa,Sioux,-783.8246671594607
1216,North Carolina,Washington,-506.8143472200227
457,Idaho,Custer,652.7905568752976
664,Iowa,Van Buren,-1198.6081542793463
1336,Oklahoma,Grady,-950.5443105942531
799,Michigan,Menominee,-1499.306452676662
919,Missouri,Callaway,31421.570768501806
47,Alabama,Mobile,478.84386822131455
1467,Tennessee,Hardin,6313.96444031881
300,Georgia,Camden,554.5617619131672
59,Alabama,Tallapoosa,17192.81009567313
1671,Texas,Limestone,2028.7642330163153
241,Florida,Hendry,3768.3966274755085
167,Colorado,Crowley,1682.7392611516657
510,Illinois,Hamilton,5401.740935752302
294,Georgia,Brooks,-95.29056297207444
619,Iowa,Harrison,1053.0118257184076
1464,Tennessee,Hamilton,116.81777650892036
705,Louisiana,Morehouse,-848.9608424595381
1786,Utah,Emery,1037.5926417880169
16,Alabama,Colbert,1823.6255960007147
962,Missouri,Linn,7032.59658592831
1381,Oklahoma,Tulsa,758.1600787572042
288,Georgia,Bartow,-634.7202173751593
1156,North Carolina,Forsyth,526.1085165858676
1082,Nebraska,Phelps,-1234.2278677250615
1691,Texas,Mills,51.20612979712314
286,Georgia,Banks,7690.626700765955
1784,Utah,Davis,3224.4366122464053
978,Missouri,Nodaway,-771.8222780123697
190,Colorado,Las Animas,715.3488403336728
1022,Nebraska,Brown,-802.8968395105894
1190,North Carolina,Orange,-1409.5405372002806
163,Colorado,Cheyenne,1447.4240890198043
1248,Ohio,Fulton,-762.1984998062508
1551,Texas,Brown,15832.957880305323
1129,North Carolina,Avery,-871.1207377028386
844,Mississippi,George,-376.5490604043043
1540,Texas,Bell,8976.567366223433
1476,Tennessee,Jefferson,5020.3712000687665
630,Iowa,Keokuk,578.5966346197929
1727,Texas,San Augustine,1038.7650349901646
1539,Texas,Bee,3264.159357832353
1238,Ohio,Coshocton,479.55634265046865
14,Alabama,Cleburne,1032.4135547816559
1775,Texas,Yoakum,724.8236025013257
1400,South Carolina,Clarendon,45170.6077268455
1352,Oklahoma,Love,-1189.6596329769282
381,Georgia,Monroe,21123.184895800252
620,Iowa,Henry,-1237.5844438220865
1331,Oklahoma,Delaware,3410.112148683179
1790,Utah,Juab,-132.2647245519929
578,Iowa,Adams,1364.9271158489087
615,Iowa,Guthrie,53.89960089473516
1083,Nebraska,Pierce,-509.56220954006676
488,Illinois,Calhoun,21.97105174362332
753,Michigan,Bay,38767.831133985885
1237,Ohio,Columbiana,20890.198031713793
1510,Tennessee,Shelby,6215.014007449226
1327,Oklahoma,Cotton,6721.276861995513
876,Mississippi,Oktibbeha,15765.674129250812
70,Arizona,Greenlee,41868.84873430083
1243,Ohio,Delaware,2060.002184449153
706,Louisiana,Natchitoches,866.6876047035967
1824,Virginia,Arlington,1173.5800541931499
1655,Texas,Kendall,22329.830133365613
641,Iowa,Mills,-1137.7481631373348
1623,Texas,Hansford,2395.6421666003653
137,Arkansas,Pope,646.9354138432172
671,Iowa,Winneshiek,1411.6441696583997
1696,Texas,Morris,2399.4149531248568
1078,Nebraska,Nuckolls,-1597.992477617936
963,Missouri,Livingston,914.1657090563135
953,Missouri,Jasper,88.90841571235251
1785,Utah,Duchesne,573.757192201213
1032,Nebraska,Colfax,1745.353286935795
268,Florida,Polk,-280.6623716172062
123,Arkansas,Madison,7300.820756874755
1532,Texas,Armstrong,3229.2205693803185
1255,Ohio,Hardin,463.33465378312576
1258,Ohio,Highland,9331.877939888607
1322,Oklahoma,Choctaw,3078.8284864078214
1907,Virginia,Suffolk,-612.8825530698705
1580,Texas,Crosby,1738.115840885478
1585,Texas,Deaf Smith,553.0837621285045
549,Illinois,Piatt,599.3286302951451
375,Georgia,Marion,3633.2019315787584
720,Louisiana,Vernon,-160.2881143779141
1318,Oklahoma,Caddo,-377.6426286761689
672,Iowa,Woodbury,427.1591567431806
150,Arkansas,Washington,15631.142733693106
568,Illinois,Warren,124.5150884707873
1256,Ohio,Harrison,24290.960807652744
1734,Texas,Shelby,956.2704030495424
1919,New Hampshire,Carroll,1857.2209841441982
172,Colorado,Douglas,1403.7662174944003
1302,Ohio,Union,-422.8400726949121
324,Georgia,Dodge,926.3660727132674
1034,Nebraska,Custer,17006.71964266817
1723,Texas,Rockwall,1719.523618187895
388,Georgia,Oglethorpe,-684.5849283560174
1389,South Carolina,Allendale,-592.3184993574105
1121,Nevada,Storey,3841.5499946431796
895,Mississippi,Tunica,-357.2778451687427
1870,Virginia,Lee,1638.7913625329616
68,Arizona,Gila,1589.0618953277572
11,Alabama,Choctaw,816.4985330937448
337,Georgia,Forsyth,4980.560041437161
740,Massachusetts,Hampden,1471.8546772488398
84,Arkansas,Boone,2202.100990113937
667,Iowa,Washington,2217.2889826895416
888,Mississippi,Smith,2251.1018922655444
1912,Virginia,Warren,-510.8062547453974
1276,Ohio,Mercer,4574.448303699082
1312,Oklahoma,Alfalfa,4444.402974552284
464,Idaho,Jerome,9148.877262222071
1640,Texas,Hudspeth,-548.2875524560095
420,Georgia,Troup,3443.235198858637
708,Louisiana,Ouachita,1278.0321324533907
1533,Texas,Atascosa,189.0949226378998
1745,Texas,Taylor,-694.5451418013818
622,Iowa,Humboldt,-45.43099616706786
1841,Virginia,Culpeper,748.3241554772467
514,Illinois,Henry,-423.40462601651507
1812,Vermont,Franklin,-1165.4937138343594
1862,Virginia,Henry,246.47033204736908
1203,North Carolina,Rutherford,460.26411946194366
991,Missouri,Ralls,110762.96814285165
985,Missouri,Phelps,-3593.417234015511
634,Iowa,Louisa,351.6448792186966
1385,Oklahoma,Woods,-1012.9252001767782
350,Georgia,Haralson,-304.2362022703837
503,Illinois,Fayette,1486.9945039554414
1799,Utah,Sevier,19844.02060545234
71,Arizona,La Paz,-1042.8568402304945
784,Michigan,Kalkaska,487.16556393976407
1491,Tennessee,McNairy,6961.703427999493
1643,Texas,Irion,925.1894763692799
656,Iowa,Sac,-611.7063745439827
1066,Nebraska,Kimball,1641.3394055632925
594,Iowa,Cherokee,-563.3980815336672
1281,Ohio,Morrow,414.4856646323242
1370,Oklahoma,Pittsburg,-1217.3557809187168
749,Michigan,Antrim,3252.362551984306
1903,Virginia,Smyth,628.8076776012585
1874,Virginia,Madison,27419.59064008815
1705,Texas,Orange,318.9410686137653
1729,Texas,San Patricio,38.982109993006816
1224,Ohio,Allen,1807.637146612617
1462,Tennessee,Grundy,-1285.649850162331
1628,Texas,Hartley,-577.0082627517113
1872,Virginia,Louisa,900.9664421914249
485,Illinois,Boone,2780.561747325458
1167,North Carolina,Henderson,-840.2781393271434
226,Florida,Citrus,322.9098760053075
441,Idaho,Bannock,-1706.390037666628
173,Colorado,Eagle,-721.4664392709574
1349,Oklahoma,Latimer,-167.5389760492144
55,Alabama,Russell,-366.7634249749535
362,Georgia,Johnson,380.96040218468806
1511,Tennessee,Smith,-483.96450961339815
1341,Oklahoma,Haskell,128.07532354131945
1781,Utah,Cache,67.26469055031703
1239,Ohio,Crawford,3608.307756146358
475,Idaho,Payette,10750.690640261226
841,Mississippi,Covington,13522.313155801896
681,Louisiana,Bienville,1434.3115032905234
1897,Virginia,Roanoke,759.8790735621128
1732,Texas,Scurry,-1222.4603265972664
1414,South Carolina,Kershaw,16501.50392458182
240,Florida,Hardee,1793.458071081459
755,Michigan,Berrien,17366.192647423857
1344,Oklahoma,Jefferson,978.1667287522932
1007,Missouri,Vernon,144438.19912878913
57,Alabama,Sumter,-2106.9811926519833
993,Missouri,Ray,7298.805617688489
299,Georgia,Calhoun,5766.3463783664
1454,Tennessee,Dyer,233.2330921739631
1321,Oklahoma,Cherokee,1458.8297239426902
1363,Oklahoma,Okfuskee,235.9705653580877
1417,South Carolina,Lee,4049.9502589081494
230,Florida,Dixie,14320.99911779021
779,Michigan,Iosco,979.5313464409419
1158,North Carolina,Gaston,-1609.1605822735019
628,Iowa,Johnson,-387.77971031617835
565,Illinois,Union,1199.4508774409724
1609,Texas,Gaines,2815.7649595099338
1024,Nebraska,Burt,9976.09545388103
1328,Oklahoma,Craig,1405.7692311445553
548,Illinois,Perry,22120.279092585857
1838,Virginia,Chesterfield,-31.04141448698101
1911,Virginia,Virginia Beach,528.6988570196245
1548,Texas,Brewster,4767.75667253578
1222,North Carolina,Yancey,21162.931288592437
1149,North Carolina,Cumberland,5413.304372328887
513,Illinois,Henderson,-811.1775522142689
1117,Nevada,Lyon,505.7893896357873
1218,North Carolina,Wayne,1830.3586606124136
1697,Texas,Motley,1228.8732052022724
438,Georgia,Worth,645.4680730726177
1721,Texas,Roberts,1863.6387396317946
415,Georgia,Thomas,73212.97247407753
384,Georgia,Murray,2109.3185070186382
1909,Virginia,Sussex,1557.7432145682023
104,Arkansas,Fulton,598.839551452179
1053,Nebraska,Hall,1348.8030586396308
116,Arkansas,Lafayette,203.70722166649466
658,Iowa,Shelby,-831.9032601153949
437,Georgia,Wilkinson,915.5244816736049
1057,Nebraska,Hitchcock,2933.7694962507885
1463,Tennessee,Hamblen,2203.816944525317
330,Georgia,Effingham,3760.472973228614
1133,North Carolina,Brunswick,29.85399195228638
913,Missouri,Benton,621.3498481582646
1835,Virginia,Carroll,-233.45453847932822
253,Florida,Levy,20170.42232257178
60,Alabama,Tuscaloosa,-1887.364325391105
1468,Tennessee,Hawkins,110.14706534821289
855,Mississippi,Jasper,-958.8923767086308
1702,Texas,Nueces,-1137.9979399136319
1547,Texas,Brazos,931.6120665154131
25,Alabama,Escambia,1615.2974802914173
1240,Ohio,Cuyahoga,13637.542634158473
171,Colorado,Dolores,39193.229327823145
1442,Tennessee,Carter,-587.0559854479861
1401,South Carolina,Colleton,3079.910716603693
1226,Ohio,Ashtabula,-230.3137272081931
1187,North Carolina,New Hanover,-970.0611749127875
480,Idaho,Valley,2785.3310315436847
1695,Texas,Moore,1294.565902418321
1175,North Carolina,Lee,1151.3879607011004
1014,Nebraska,Adams,-374.86740523342996
1924,New Hampshire,Merrimack,415.2111938174776
148,Arkansas,Union,-36.58969017350955
580,Iowa,Appanoose,-949.12656052089
212,Colorado,Sedgwick,235.11590299591444
860,Mississippi,Lamar,896.7145826552442
1065,Nebraska,Keya Paha,-2332.3684885558405
1761,Texas,Waller,3574.3511371234217
1892,Virginia,Prince George,-169.89414021672746
297,Georgia,Burke,-1248.47939453636
1330,Oklahoma,Custer,137515.95843110606
654,Iowa,Poweshiek,-779.324954580231
380,Georgia,Mitchell,2889.8058284176805
410,Georgia,Taliaferro,-337.7263785914238
511,Illinois,Hancock,7091.392461015451
1152,North Carolina,Davie,1580.9493644006952
767,Michigan,Eaton,428.3310458545484
645,Iowa,Montgomery,-1106.6543126351708
956,Missouri,Knox,1632.9427211703742
1789,Utah,Iron,2199.168013849144
442,Idaho,Bear Lake,716.7958399273712
403,Georgia,Screven,4632.192730805375
182,Colorado,Huerfano,2115.2131594189786
1868,Virginia,King William,2952.8001846423713
154,Colorado,Adams,971.8776482284375
63,Alabama,Wilcox,1252.5264122157491
802,Michigan,Monroe,-568.5074505793928
1050,Nebraska,Gosper,882.6579429412932
530,Illinois,Macon,323.2741753167693
1345,Oklahoma,Johnston,-697.7178005660107
1415,South Carolina,Lancaster,4000.3750649083904
1288,Ohio,Pike,-482.8758078776209
625,Iowa,Jackson,249.33659376817195
746,Michigan,Alger,8522.156025633096
1556,Texas,Callahan,-1228.4417370915817
599,Iowa,Clinton,800.1867180088138
540,Illinois,Menard,8711.253292779671
830,Mississippi,Benton,7588.84710117206
1113,Nevada,Eureka,26681.78727483873
999,Missouri,Scott,-1348.1615611821926
476,Idaho,Power,2693.059980500953
1198,North Carolina,Randolph,4723.1404931422
1700,Texas,Newton,21240.86303186661
1211,North Carolina,Tyrrell,-1471.2289754553622
491,Illinois,Champaign,-200.75854497100136
1536,Texas,Bandera,-617.6803324444963
1595,Texas,Edwards,-1332.4066855652745
193,Colorado,Mesa,21674.241310238205
593,Iowa,Cerro Gordo,546.1062795989383
323,Georgia,Decatur,2604.3803925028774
242,Florida,Hernando,684.1866096473814
22,Alabama,Dale,-1112.7439019971607
1212,North Carolina,Union,8311.943939430908
1101,Nebraska,Valley,594.6688749030436
385,Georgia,Muscogee,3710.9607165899824
1559,Texas,Carson,-462.2036610383366
188,Colorado,La Plata,176.50767037688547
1604,Texas,Foard,3217.8648147028907
1433,Tennessee,Anderson,1811.1677031440217
1064,Nebraska,Keith,-66.66800249769585
1650,Texas,Jim Wells,24548.96895896589
902,Mississippi,Wilkinson,36284.57644790847
461,Idaho,Gem,1103.4993242980127
1760,Texas,Walker,2154.5756120782607
920,Missouri,Camden,1915.0586189051783
321,Georgia,Dade,-270.52483487691643
1033,Nebraska,Cuming,2007.0694499537294
1818,Vermont,Windsor,9736.720678865835
602,Iowa,Davis,-393.47335654779727
1545,Texas,Bowie,-330.9747823114267
1038,Nebraska,Deuel,181.72353812074107
127,Arkansas,Monroe,210.78669806234393
