,0,1,2
1531,Texas,Crane,7639.435037100906
1296,Oklahoma,Jackson,1141.7589549325785
1483,Texas,Aransas,474.1109366235978
1247,Ohio,Sandusky,5572.180074413414
126,Arkansas,Mississippi,15708.986193635781
1638,Texas,McLennan,2435.572491182382
1653,Texas,Newton,3255.1482589882726
1679,Texas,Sabine,191.48785399332337
1577,Texas,Hardeman,26728.793966125457
335,Georgia,Randolph,12674.290418201072
115,Arkansas,Johnson,1982.326100317834
411,Idaho,Payette,1614.4943166320409
249,Georgia,Cobb,2350.5140254107646
211,Florida,Taylor,6319.521611712864
87,Arkansas,Carroll,407.9911609044939
773,Louisiana,Terrebonne,260.8266462802967
988,Missouri,Gentry,1058.8323765352106
1226,Ohio,Marion,2926.9799980010575
413,Idaho,Shoshone,2117.9919920643006
1624,Texas,Limestone,1753.003323039764
1169,North Carolina,Washington,397.3277680061983
1662,Texas,Parmer,1828.095527082689
1139,North Carolina,Nash,155.47077748086667
442,Illinois,Fulton,23511.382079188937
976,Missouri,Clinton,-1993.548344363291
871,Michigan,Wexford,6540.551293388566
858,Michigan,Oscoda,1610.0879192305292
973,Missouri,Christian,3523.266405775619
731,Louisiana,Acadia,2734.272036787308
1598,Texas,Jackson,-797.393536156258
1374,South Carolina,McCormick,1197.2556918021728
422,Illinois,Brown,983.5302483475971
1528,Texas,Cooke,2279.563187410302
1266,Oklahoma,Atoka,2316.5908345035714
1502,Texas,Briscoe,2155.1881149926376
1333,Oklahoma,Tillman,1650.3847095411948
1320,Oklahoma,Ottawa,467.9469839552803
1614,Texas,Kinney,291.6259706667479
295,Georgia,Jeff Davis,1122.0355977338659
826,Michigan,Iron,899.373838498137
1865,Virginia,Warren,4106.208165016407
1406,Tennessee,Dickson,8901.535491649684
108,Arkansas,Hempstead,7517.211841196193
692,Kentucky,Meade,3323.166052604769
1200,Ohio,Franklin,4913.950491853731
407,Idaho,Minidoka,2113.7695245543437
341,Georgia,Spalding,4520.754990748617
1501,Texas,Brewster,1322.595550669601
479,Illinois,Montgomery,3912.545763590075
568,Iowa,Lee,913.430636161087
1293,Oklahoma,Harper,1951.712731787451
1596,Texas,Irion,1232.8640479722235
870,Michigan,Wayne,5961.934290858342
1750,Utah,San Juan,67946.70850703298
919,Mississippi,Neshoba,844.2801043458821
822,Michigan,Huron,2191.5953773467845
1130,North Carolina,Lincoln,1915.5066854280158
170,Florida,Franklin,208.80370933750964
281,Georgia,Greene,557.9441895344098
98,Arkansas,Cross,8245.476345122894
453,Illinois,Jasper,-1040.711362434031
764,Louisiana,Ouachita,2756.738018937065
183,Florida,Jackson,300.27139386226554
1284,Oklahoma,Delaware,2337.902051477824
799,Michigan,Bay,719.4715051532912
729,Kentucky,Wolfe,1734.6724768585864
147,Arkansas,Stone,10755.635654701158
1807,Virginia,Goochland,2482.8366085721245
64,Alabama,Winston,765.3416578744727
356,Georgia,Troup,648.6353168181995
671,Kentucky,Knox,1785.0785635532702
1658,Texas,Orange,1836.277667217575
1019,Missouri,Monroe,19909.70570675737
544,Iowa,Emmet,3689.959122353943
719,Kentucky,Taylor,9419.413279908964
807,Michigan,Chippewa,10.287834115792066
1042,Missouri,Saline,-851.1114756533316
1224,Ohio,Madison,4275.54070553408
670,Kentucky,Knott,2325.502612832206
1583,Texas,Hays,2521.9826123395324
374,Georgia,Worth,2847.9218963141466
57,Alabama,Sumter,-920.5947489937535
1797,Virginia,Dinwiddie,1256.929508650981
415,Idaho,Twin Falls,2262.6503739649997
1767,Vermont,Orange,1161.4880623768404
506,Illinois,Wayne,-519.4513308926435
779,Louisiana,West Baton Rouge,63651.84129548045
1590,Texas,Hopkins,2257.242220842847
216,Florida,Washington,1649.2431960922804
1214,Ohio,Huron,38298.29060497893
1449,Tennessee,Morgan,1477.7561749263805
1297,Oklahoma,Jefferson,-541.8861959320784
36,Alabama,Lamar,1065.7162757637234
1330,Oklahoma,Sequoyah,818.9792748888176
58,Alabama,Talladega,13795.040870608704
1215,Ohio,Jackson,452.4634531690608
1686,Texas,Shackelford,10034.369698486888
1331,Oklahoma,Stephens,1993.06786725219
260,Georgia,Dodge,1538.7897163274647
111,Arkansas,Independence,842.4915641465814
1609,Texas,Kenedy,1636.3569359718058
1641,Texas,Menard,-137.0245812704634
1091,North Carolina,Camden,13899.10103526443
689,Kentucky,McCracken,3642.449492207261
1599,Texas,Jasper,3538.794642802579
177,Florida,Hendry,5168.569011858683
73,Arizona,Mohave,12882.439231724806
771,Louisiana,Tangipahoa,1142.0856298767976
164,Florida,Collier,1573.1325464274414
1227,Ohio,Medina,2642.3721270603346
1043,Missouri,Schuyler,1347.1581485375355
888,Mississippi,Forrest,2901.118542696164
909,Mississippi,Leake,15952.68743629349
1298,Oklahoma,Johnston,4291.236821417886
342,Georgia,Stephens,-3428.7341618547725
990,Missouri,Grundy,13435.940549198862
755,Louisiana,Jefferson,914.1450705593816
1300,Oklahoma,Kingfisher,1585.8160193728
1632,Texas,Marion,2239.7339705148097
557,Iowa,Howard,395.7664052443797
265,Georgia,Echols,1341.5285668480828
1318,Oklahoma,Okmulgee,-136.35948813097275
1372,South Carolina,Marion,2339.042105849043
1162,North Carolina,Swain,829.7277855642933
1708,Texas,Upton,16039.32443834862
454,Illinois,Jefferson,729.9183669335725
843,Michigan,Mason,1528.9950163957255
538,Iowa,Davis,3247.2899528638845
642,Kentucky,Elliott,2590.2347830491235
1730,Texas,Zapata,3004.5530016401626
395,Idaho,Franklin,3335.3703916352642
1648,Texas,Moore,676.7315515713271
1867,Virginia,Westmoreland,5353.48094040748
913,Mississippi,Lowndes,2128.3829636039045
311,Georgia,Marion,26525.063855699984
1837,Virginia,Northumberland,503.4784742845259
161,Florida,Charlotte,718.4491346751092
1822,Virginia,Lancaster,5602.440300196757
1341,South Carolina,Aiken,-179.8690566783116
1409,Tennessee,Fentress,3666.671045904681
649,Kentucky,Gallatin,3043.1198848989807
707,Kentucky,Perry,2438.780250280379
1317,Oklahoma,Oklahoma,1170.6132642817647
941,Mississippi,Tunica,14742.861361054729
353,Georgia,Toombs,421.51313732593553
462,Illinois,Lawrence,6646.235232376255
903,Mississippi,Jones,1718.19252168425
1530,Texas,Cottle,3068.845610878423
1507,Texas,Caldwell,1124.9883772385401
1034,Missouri,Polk,2467.8182333082696
472,Illinois,Massac,165.96206324451123
1496,Texas,Borden,2150.9787580960983
1479,Tennessee,Wilson,2514.4179565863815
1246,Ohio,Ross,2670.8354803115817
1680,Texas,San Augustine,2371.7659025737667
1089,North Carolina,Cabarrus,975.735956395838
1401,Tennessee,Coffee,2163.469208698447
765,Louisiana,Plaquemines,151.33687093259505
1136,North Carolina,Mitchell,1612.5566055806958
122,Arkansas,Lonoke,2420.169006602151
1830,Virginia,Middlesex,-707.6054551444213
1232,Ohio,Montgomery,-324.1912106940399
1883,New York,Cayuga,509.536655404434
127,Arkansas,Monroe,8402.95414601866
289,Georgia,Heard,2119.3466086589106
1021,Missouri,Morgan,1822.0181297926356
878,Mississippi,Calhoun,885.4222119186452
1604,Texas,Johnson,20415.85689343142
611,Kentucky,Adair,4739.3860007012245
1113,North Carolina,Graham,12398.565688086823
1396,Tennessee,Cheatham,2307.7613786771435
1328,Oklahoma,Rogers,2851.8282385547736
1724,Texas,Wilson,1039.0975121984811
535,Iowa,Clinton,-356.1525866320226
256,Georgia,Crisp,15250.533468164755
467,Illinois,Macoupin,372.1724623198352
678,Kentucky,Lewis,671.6998204129013
1579,Texas,Harris,889.8711127712231
801,Michigan,Berrien,7267.079278500978
783,Massachusetts,Barnstable,7210.893594681718
276,Georgia,Gilmer,1607.4518560285396
1560,Texas,Freestone,7883.8353528592
206,Florida,Santa Rosa,4623.726080653107
489,Illinois,Putnam,-231.21728615287066
45,Alabama,Marion,2450.4046183354876
1087,North Carolina,Buncombe,-89.15839573325502
742,Louisiana,Cameron,3028.697591726581
1516,Texas,Cherokee,2164.302486850418
836,Michigan,Lenawee,-359.43378441478853
114,Arkansas,Jefferson,4914.232108927803
1354,South Carolina,Colleton,3190.6969968530066
1442,Tennessee,Maury,607.0216610313473
1071,Nevada,Mineral,807.3721865292719
277,Georgia,Glascock,-272.00535095911255
1340,South Carolina,Abbeville,2547.1887612002647
156,Florida,Bay,-495.7901923445752
1677,Texas,Runnels,1158.5363354277615
975,Missouri,Clay,1326.3352822116794
261,Georgia,Dooly,3930.027447411643
119,Arkansas,Lincoln,304.48155992708416
1786,Virginia,Campbell,1754.2523714285126
875,Mississippi,Attala,6052.421807663224
955,Missouri,Audrain,-288.8750600756066
304,Georgia,Liberty,-1288.6936919438522
62,Alabama,Washington,1525.1146577077743
135,Arkansas,Poinsett,1528.4562537178208
1097,North Carolina,Chowan,6224.689288862273
1380,South Carolina,Saluda,4590.286389487355
1468,Tennessee,Tipton,2177.380580445999
484,Illinois,Perry,1055.924637672124
865,Michigan,Schoolcraft,-1842.928869959189
900,Mississippi,Jackson,3273.640385642755
68,Arizona,Gila,2452.16766680979
3,Alabama,Bibb,7236.750018750241
674,Kentucky,Lawrence,527.96698028623
789,Massachusetts,Plymouth,2611.258694236618
1498,Texas,Bowie,4233.737044670594
551,Iowa,Guthrie,917.6713617532914
1387,Tennessee,Bedford,2510.606145210768
994,Missouri,Holt,1725.7652773695809
876,Mississippi,Benton,-1463.1437582703256
306,Georgia,Long,3000.5876653103405
499,Illinois,Stephenson,759.2657654111281
1369,South Carolina,Laurens,2242.5001560861674
1886,New York,Essex,1775.4907490938713
450,Illinois,Henry,4102.414070756211
1027,Missouri,Ozark,3773.503328035982
207,Florida,Sarasota,-267.9759277462399
1004,Missouri,Lafayette,2705.0878687275
1365,South Carolina,Horry,3675.7293226442052
1121,North Carolina,Hertford,-1133.025177509302
410,Idaho,Owyhee,-1050.0833382609853
1272,Oklahoma,Canadian,3280.459256657963
1761,Vermont,Addison,392.0003001435107
1166,North Carolina,Vance,-917.6829894193143
266,Georgia,Effingham,16547.84684733314
419,Illinois,Alexander,1149.3642492403342
12,Alabama,Clarke,-76.71111813272728
1602,Texas,Jim Hogg,-117.9112137836164
1723,Texas,Williamson,7128.169723311628
271,Georgia,Fayette,925.4132689709295
706,Kentucky,Pendleton,52727.643968899385
1548,Texas,Edwards,2722.3950025625563
1435,Tennessee,Lewis,-659.5614459301978
460,Illinois,Knox,7900.1597008605895
1048,Missouri,Stoddard,-1544.4111341602402
1654,Texas,Nolan,226.49097681939384
1153,North Carolina,Robeson,2072.3263296742225
1781,Virginia,Bland,1053.7992262005864
194,Florida,Martin,33510.20852782609
1302,Oklahoma,Latimer,2092.6206148116435
330,Georgia,Polk,3287.2778841493855
628,Kentucky,Calloway,2950.2731218975605
97,Arkansas,Crittenden,5356.21032884146
273,Georgia,Forsyth,-1771.0954398943759
107,Arkansas,Greene,2933.9832208461557
1370,South Carolina,Lee,1772.1793863789717
1506,Texas,Burnet,1101.5408421122956
1053,Missouri,Vernon,2574.442042248269
700,Kentucky,Nelson,4546.067662790996
760,Louisiana,Madison,1986.704595602845
176,Florida,Hardee,1329.7224980544233
1637,Texas,McCulloch,467.10528617907767
1427,Tennessee,Humphreys,1182.2525900242
890,Mississippi,George,-196.025495089998
1039,Missouri,Ray,1330.6437234403893
1783,Virginia,Brunswick,65.54210600187434
1218,Ohio,Lake,376.5798993451135
1740,Utah,Garfield,1052.4297599644597
701,Kentucky,Nicholas,4484.070092066468
1132,North Carolina,Madison,632.643355978922
1007,Missouri,Lincoln,1835.7976595045693
958,Missouri,Bates,1462.1184089318995
1891,New York,Queens,3376.199557544016
253,Georgia,Cook,4183.2055020925545
758,Louisiana,Lincoln,2597.6434401999177
1268,Oklahoma,Beckham,5884.285932345119
575,Iowa,Marion,4071.0409895384837
790,Massachusetts,Worcester,1910.6571058971422
1179,Ohio,Ashtabula,3533.1847504178477
624,Kentucky,Breckinridge,-1037.4707492266716
82,Arkansas,Baxter,245.541899595406
666,Kentucky,Jefferson,1920.7536380737874
793,Michigan,Allegan,2044.524389909213
1821,Virginia,King William,1326.3882820448925
1576,Texas,Hansford,1580.981532994956
1327,Oklahoma,Roger Mills,245.5581383007884
1664,Texas,Polk,2941.7869860292667
149,Arkansas,Van Buren,2305.9859504857595
228,Georgia,Bleckley,1722.915212215008
1081,North Carolina,Ashe,2517.906412933062
964,Missouri,Caldwell,3630.039537976183
192,Florida,Manatee,894.5129640665
636,Kentucky,Clay,2654.650500653788
653,Kentucky,Grayson,1764.3122093581005
1613,Texas,King,2250.8204825263238
1728,Texas,Yoakum,3627.1517180426054
882,Mississippi,Claiborne,2451.2941741343748
205,Florida,Putnam,2798.882600213263
1811,Virginia,Halifax,496.46359777162434
724,Kentucky,Warren,3771.6371187004843
1490,Texas,Bastrop,52.901079016242875
902,Mississippi,Jefferson,3555.231008991286
1694,Texas,Stonewall,31137.798085266437
1610,Texas,Kent,3328.1013111090397
738,Louisiana,Bossier,-927.5869398516734
1463,Tennessee,Shelby,8943.722625815051
1445,Tennessee,Meigs,-187.0306968795412
591,Iowa,Ringgold,52930.337355849726
1251,Ohio,Stark,322.246138469196
961,Missouri,Boone,3106.5037941067003
627,Kentucky,Caldwell,-3262.185548589652
1104,North Carolina,Davidson,265.7788848466771
1436,Tennessee,Lincoln,434.0934282774906
1187,Ohio,Clark,-175.5960035563512
197,Florida,Nassau,-2111.937902866859
1204,Ohio,Greene,1522.4018043852666
554,Iowa,Hardin,1563.3477212390571
1556,Texas,Floyd,1691.56070612256
762,Louisiana,Natchitoches,1298.7680002121924
476,Illinois,Menard,1917.0545572309093
1020,Missouri,Montgomery,2165.8054063911986
1564,Texas,Gillespie,-1181.0318201965638
1382,South Carolina,Sumter,-557.3141388217373
1178,Ohio,Ashland,6432.257195911883
187,Florida,Lee,-1316.6978763775987
452,Illinois,Jackson,749.0733074361342
704,Kentucky,Owen,8373.439093452778
1803,Virginia,Franklin,2267.1707157189776
708,Kentucky,Pike,207.17297605062777
109,Arkansas,Hot Spring,3531.4006226342517
942,Mississippi,Union,419.9996552203629
656,Kentucky,Hancock,13318.562881870428
1098,North Carolina,Clay,667.2253120085879
1208,Ohio,Hardin,20136.4934036738
267,Georgia,Elbert,2111.656955434075
1582,Texas,Haskell,1916.415024208367
844,Michigan,Mecosta,2259.360774765253
576,Iowa,Marshall,5372.155513099977
532,Iowa,Clarke,-473.64813638936175
1887,New York,Franklin,365.2913960795522
590,Iowa,Poweshiek,869.8895365733115
1432,Tennessee,Lake,1782.0751710982731
587,Iowa,Pocahontas,3084.294689081624
737,Louisiana,Bienville,704.8941067808264
233,Georgia,Burke,3728.2026416690424
1223,Ohio,Lucas,2272.0798750415124
47,Alabama,Mobile,225.53597824270037
615,Kentucky,Barren,17888.094057438087
1079,North Carolina,Alleghany,2978.76098066138
1148,North Carolina,Person,-2035.9050163275533
1457,Tennessee,Roane,7704.189552433145
464,Illinois,Livingston,6602.974248865556
680,Kentucky,Livingston,639.0497216463154
676,Kentucky,Leslie,2733.6130585723404
794,Michigan,Alpena,1968.1467176168699
1736,Utah,Daggett,1983.9237710273592
630,Kentucky,Carlisle,1251.8506747517313
1141,North Carolina,Northampton,4.537149460473302
652,Kentucky,Graves,5963.223939779751
995,Missouri,Howard,1453.4672566309891
960,Missouri,Bollinger,4327.411427422077
1505,Texas,Burleson,1816.2160710116004
694,Kentucky,Mercer,363.80284987508276
616,Kentucky,Bath,-732.1292310835852
777,Louisiana,Washington,-1228.7624834542366
470,Illinois,Marshall,1813.367758495002
650,Kentucky,Garrard,2083.9471999252455
808,Michigan,Clare,366.27835182089257
404,Idaho,Lewis,15109.384521348398
1253,Ohio,Trumbull,1836.6579514467267
1051,Missouri,Taney,9290.155802300244
1180,Ohio,Athens,-1582.1689725158103
1213,Ohio,Holmes,744.3630674340602
1768,Vermont,Rutland,2052.3128272179056
66,Arizona,Cochise,28645.042063835168
1845,Virginia,Prince George,-509.26347831254316
539,Iowa,Decatur,1228.9602996399008
947,Mississippi,Webster,1615.6208642538768
269,Georgia,Evans,-599.7470126738772
1600,Texas,Jeff Davis,1713.6793360320225
386,Idaho,Butte,-724.8541828199304
1593,Texas,Hudspeth,6472.118763743603
831,Michigan,Kent,2727.325662100946
1796,Virginia,Dickenson,5695.1707148938785
41,Alabama,Lowndes,2277.2815296620793
1276,Oklahoma,Cimarron,1777.4182588142467
521,Iowa,Bremer,1509.3475765743715
852,Michigan,Newaygo,5846.850932468042
695,Kentucky,Metcalfe,787.597313782142
721,Kentucky,Trigg,3632.258521166281
298,Georgia,Johnson,-605.1543001285245
1005,Missouri,Lawrence,1327.4464427161984
458,Illinois,Kankakee,553.2601812524263
1237,Ohio,Ottawa,2440.080451366797
1580,Texas,Harrison,747.9367140409922
1145,North Carolina,Pasquotank,1499.285892653228
482,Illinois,Ogle,1535.1677232702605
1118,North Carolina,Harnett,3379.062292548155
1792,Virginia,Clarke,2534.441146787198
971,Missouri,Cedar,684.1319462454994
782,Louisiana,Winn,651.9867666389982
517,Iowa,Audubon,2136.5714846907904
987,Missouri,Gasconade,3772.8729397453935
333,Georgia,Quitman,1149.40093421637
348,Georgia,Taylor,-120.61563712903444
1321,Oklahoma,Pawnee,1076.614421992661
125,Arkansas,Miller,-843.7579688364094
714,Kentucky,Russell,1475.1101534209192
527,Iowa,Cass,-1158.0251307542385
1640,Texas,Medina,-1634.4717686408949
1062,Nevada,Clark,1023.6692147306421
1277,Oklahoma,Cleveland,923.4559909436357
1289,Oklahoma,Grady,1888.20764715931
35,Alabama,Jefferson,328.4930186412821
308,Georgia,Lumpkin,1104.8407613962809
932,Mississippi,Sharkey,-305.12445281715554
1643,Texas,Milam,825.091944729138
586,Iowa,Plymouth,-538.2792760448829
508,Illinois,Whiteside,969.1922246515132
774,Louisiana,Union,1881.011943238016
1175,North Carolina,Yancey,2179.2085713779743
421,Illinois,Boone,3295.7952944745484
1156,North Carolina,Rutherford,6717.765211206995
638,Kentucky,Crittenden,428.5734169707357
95,Arkansas,Craighead,2127.487665588942
1756,Utah,Utah,9332.280007976364
617,Kentucky,Bell,471.28679194912183
1618,Texas,Lamb,4675.127321527787
741,Louisiana,Caldwell,6535.140558864159
1804,Virginia,Frederick,4572.949491059875
998,Missouri,Jackson,2030.9716624042921
1651,Texas,Nacogdoches,787.8834084900809
358,Georgia,Twiggs,3960.7463877861737
1359,South Carolina,Fairfield,-362.6569167152593
1623,Texas,Liberty,1106.7295126360987
1702,Texas,Titus,-983.6866977016289
283,Georgia,Habersham,3517.402745458079
1551,Texas,Erath,535.8477418768962
217,Georgia,Appling,1439.4228702125183
309,Georgia,Macon,4339.842881497141
1193,Ohio,Cuyahoga,12325.706766652347
396,Idaho,Fremont,-1016.5723844128297
669,Kentucky,Kenton,928.701211183823
181,Florida,Holmes,-612.7958611214308
804,Michigan,Cass,4034.9195711581506
394,Idaho,Elmore,2640.282644744566
563,Iowa,Jefferson,3368.388066331325
1301,Oklahoma,Kiowa,5792.325991393132
763,Louisiana,Orleans,74668.3532751588
360,Georgia,Upson,564.263717463673
923,Mississippi,Panola,-751.3018409439646
1303,Oklahoma,Lincoln,3004.168717704859
1467,Tennessee,Sumner,3339.548009333943
1538,Texas,Deaf Smith,3357.3004160810233
726,Kentucky,Wayne,730.402890359368
1452,Tennessee,Perry,751.1017028732349
566,Iowa,Keokuk,775.2643617083959
1424,Tennessee,Henry,2076.2782752532257
417,Idaho,Washington,14319.118601303064
537,Iowa,Dallas,1482.710300261704
1410,Tennessee,Franklin,2503.3274354561036
1713,Texas,Walker,-1177.5552701957713
299,Georgia,Jones,2742.5819597385853
1235,Ohio,Muskingum,-2037.018282726025
1647,Texas,Montgomery,-36.49515615398195
898,Mississippi,Issaquena,2745.667440107063
659,Kentucky,Harrison,-1170.626022726923
1799,Virginia,Fairfax,3667.8647773129305
347,Georgia,Tattnall,9327.848554450398
1024,Missouri,Nodaway,9008.03260940944
84,Arkansas,Boone,13593.678187008441
753,Louisiana,Iberville,2522.2147278840057
1350,South Carolina,Cherokee,923.478738416974
1342,South Carolina,Allendale,516.966342174499
51,Alabama,Perry,9707.86403821314
597,Iowa,Tama,3542.724001704213
242,Georgia,Chattahoochee,1531.356639887872
497,Illinois,Shelby,19499.760223864327
553,Iowa,Hancock,1968.483255186864
928,Mississippi,Prentiss,23407.384920658835
1733,Utah,Box Elder,2276.7056251920403
46,Alabama,Marshall,-456.0891288757157
152,Arkansas,Woodruff,768.7036392238078
829,Michigan,Kalamazoo,1234.229831780769
1196,Ohio,Delaware,2943.7274996936612
286,Georgia,Haralson,15951.228227192903
1764,Vermont,Essex,2926.6842047188584
1667,Texas,Rains,12166.693592001728
982,Missouri,Daviess,1063.1460437492133
703,Kentucky,Oldham,1291.4304273641574
1254,Ohio,Tuscarawas,3417.7561274283216
1325,Oklahoma,Pottawatomie,2309.3329915144714
1407,Tennessee,Dyer,-989.4745557241222
1412,Tennessee,Giles,103.97474504814818
635,Kentucky,Clark,8751.654440796397
244,Georgia,Cherokee,5472.239015076288
802,Michigan,Branch,6609.016678316511
1503,Texas,Brooks,1678.6316546965027
1031,Missouri,Phelps,11.634260055161576
1055,Missouri,Washington,2231.26596686264
1033,Missouri,Platte,3068.7620064996117
1138,North Carolina,Moore,13016.790776986072
1419,Tennessee,Hardeman,2373.66132267228
513,Iowa,Adair,539.0204740556474
1012,Missouri,Maries,1177.1634819961546
178,Florida,Hernando,2536.802387749958
1620,Texas,La Salle,6286.971092884514
1231,Ohio,Monroe,144.31695740705982
